user_id,acquisition_date,channel,first_session_seconds,registered,activated,retained_d1,retained_d3,retained_d7,retained_d30
U005421,2026-02-01,Referral,113,1,1,1,0,1,0
U005485,2026-02-01,Organic,52,0,0,0,0,0,1
U005522,2026-02-01,Paid Social,29,0,0,0,0,0,0
U005624,2026-02-01,Paid Social,212,0,0,0,1,0,0
U005636,2026-02-01,Search,53,0,0,1,0,0,0
U005650,2026-02-01,Paid Social,81,1,1,1,1,1,0
U006007,2026-02-01,Search,265,0,0,1,0,0,0
U006017,2026-02-01,Organic,2067,1,1,0,1,0,1
U006037,2026-02-01,Search,24,0,0,1,0,0,0
U006048,2026-02-01,Organic,51,1,1,0,0,0,0
U006134,2026-02-01,Referral,67,1,1,0,1,0,0
U006179,2026-02-01,Organic,180,0,0,0,0,1,0
U006257,2026-02-01,Paid Social,90,0,0,1,0,0,0
U006291,2026-02-01,Search,51,1,1,0,1,0,0
U006381,2026-02-01,Organic,29,0,0,0,1,1,0
U006417,2026-02-01,Paid Social,120,1,1,1,0,0,0
U006466,2026-02-01,Organic,49,0,0,0,1,0,0
U006621,2026-02-01,Paid Social,158,1,1,1,0,0,0
U006696,2026-02-01,Referral,55,0,0,0,0,0,0
U006774,2026-02-01,Search,194,1,1,1,0,0,0
U006871,2026-02-01,Search,6,1,1,0,1,0,0
U006897,2026-02-01,Search,22,0,0,0,1,0,0
U007041,2026-02-01,Paid Social,36,0,0,0,0,1,0
U007045,2026-02-01,Organic,12,1,0,0,0,0,0
U007100,2026-02-01,Organic,103,1,1,0,1,0,0
U007162,2026-02-01,Organic,34,1,0,0,0,0,0
U007211,2026-02-01,Search,163,1,1,0,0,1,0
U007280,2026-02-01,Paid Social,30,0,0,0,0,1,0
U007376,2026-02-01,Paid Social,150,0,0,1,1,1,0
U007400,2026-02-01,Paid Social,16,0,0,0,0,0,0
U007432,2026-02-01,Organic,134,1,1,1,0,1,0
U007456,2026-02-01,Search,46,0,0,0,0,0,0
U007623,2026-02-01,Search,20,0,0,0,0,0,0
U007639,2026-02-01,Paid Social,548,0,0,0,1,0,0
U007691,2026-02-01,Organic,128,1,1,1,0,0,0
U007853,2026-02-01,Paid Social,177,1,1,0,0,0,0
U007917,2026-02-01,Search,95,1,0,0,0,0,0
U007985,2026-02-01,Paid Social,159,1,1,0,0,1,0
U008020,2026-02-01,Paid Social,18,1,0,0,0,0,0
U008136,2026-02-01,Search,49,1,1,1,0,1,0
U008233,2026-02-01,Paid Social,9,0,0,0,0,0,0
U008498,2026-02-01,Referral,121,0,0,0,0,0,0
U008665,2026-02-01,Paid Social,12,0,0,0,1,0,0
U008745,2026-02-01,Paid Social,405,1,0,1,0,0,0
U008754,2026-02-01,Paid Social,750,0,0,1,1,0,0
U008756,2026-02-01,Search,55,1,1,1,0,0,0
U008797,2026-02-01,Referral,31,0,0,1,0,0,0
U008823,2026-02-01,Referral,105,0,0,0,0,0,0
U008835,2026-02-01,Paid Social,72,1,0,0,0,0,0
U008933,2026-02-01,Organic,187,1,1,0,0,0,0
U008987,2026-02-01,Organic,118,0,0,0,0,0,0
U009000,2026-02-01,Paid Social,166,0,0,0,0,0,0
U009082,2026-02-01,Organic,60,0,0,0,1,0,0
U009131,2026-02-01,Paid Social,37,0,0,0,1,0,0
U009159,2026-02-01,Organic,497,1,1,0,1,1,0
U009172,2026-02-01,Search,87,1,1,0,0,0,0
U009178,2026-02-01,Search,90,0,0,0,0,0,0
U009326,2026-02-01,Referral,699,0,0,1,0,1,0
U009401,2026-02-01,Organic,307,0,0,0,1,1,0
U009405,2026-02-01,Search,45,1,1,1,1,0,0
U009510,2026-02-01,Search,109,0,0,0,0,0,0
U009700,2026-02-01,Search,44,1,1,0,1,0,0
U009830,2026-02-01,Referral,24,0,0,0,0,1,0
U009879,2026-02-01,Paid Social,322,0,0,0,0,0,0
U009922,2026-02-01,Search,140,0,0,0,1,0,0
U000076,2026-02-02,Search,221,0,0,0,0,0,1
U000172,2026-02-02,Organic,17,0,0,0,0,0,1
U000180,2026-02-02,Search,13,1,1,1,1,0,0
U000259,2026-02-02,Paid Social,52,0,0,0,0,0,0
U000288,2026-02-02,Search,42,0,0,1,1,0,0
U000304,2026-02-02,Organic,276,1,1,1,0,1,0
U000322,2026-02-02,Paid Social,143,1,1,1,0,0,0
U000508,2026-02-02,Organic,99,0,0,0,0,0,0
U000630,2026-02-02,Search,35,1,1,0,1,1,0
U000736,2026-02-02,Paid Social,69,1,1,0,1,1,0
U000864,2026-02-02,Organic,82,1,1,0,1,0,0
U000938,2026-02-02,Search,11,1,1,0,0,0,0
U001032,2026-02-02,Referral,65,1,0,1,0,0,0
U001050,2026-02-02,Search,51,0,0,0,0,0,0
U001094,2026-02-02,Organic,98,1,1,0,1,0,0
U001129,2026-02-02,Organic,44,0,0,0,0,0,0
U001138,2026-02-02,Referral,483,0,0,0,1,1,0
U001158,2026-02-02,Search,254,1,1,0,0,1,1
U001282,2026-02-02,Paid Social,1338,0,0,1,1,0,0
U001288,2026-02-02,Paid Social,11,0,0,0,0,0,0
U001396,2026-02-02,Organic,172,1,0,0,0,1,0
U001432,2026-02-02,Search,44,0,0,0,0,0,0
U001451,2026-02-02,Paid Social,54,1,1,0,0,0,0
U001470,2026-02-02,Search,10,1,0,1,0,0,0
U001719,2026-02-02,Referral,22,1,0,0,0,0,0
U001763,2026-02-02,Organic,302,0,0,1,0,0,0
U001787,2026-02-02,Paid Social,120,1,1,1,1,0,0
U001837,2026-02-02,Organic,83,0,0,0,0,0,0
U001848,2026-02-02,Organic,19,1,1,0,0,0,0
U001919,2026-02-02,Referral,42,1,1,0,1,0,0
U001947,2026-02-02,Paid Social,88,1,1,0,0,1,1
U001993,2026-02-02,Organic,42,0,0,1,0,0,0
U002012,2026-02-02,Referral,71,1,0,1,0,0,0
U002206,2026-02-02,Organic,91,0,0,0,0,1,0
U002238,2026-02-02,Search,63,1,1,1,1,0,0
U002252,2026-02-02,Organic,79,0,0,1,0,0,0
U002320,2026-02-02,Search,78,1,1,0,0,0,0
U002357,2026-02-02,Search,63,1,1,1,1,0,0
U002375,2026-02-02,Organic,133,1,1,1,1,0,1
U002389,2026-02-02,Organic,140,1,1,0,1,0,0
U002542,2026-02-02,Paid Social,62,0,0,0,0,1,0
U002544,2026-02-02,Referral,36,1,0,1,0,0,0
U002708,2026-02-02,Paid Social,89,1,1,0,0,0,0
U002726,2026-02-02,Referral,170,1,1,0,0,0,0
U002906,2026-02-02,Search,42,0,0,0,1,0,0
U002907,2026-02-02,Search,69,0,0,1,0,0,0
U002927,2026-02-02,Paid Social,89,0,0,0,0,0,0
U002938,2026-02-02,Organic,53,1,1,0,1,0,0
U003011,2026-02-02,Paid Social,49,1,1,0,0,0,0
U003098,2026-02-02,Search,104,1,0,1,0,0,0
U003102,2026-02-02,Organic,71,1,1,0,1,0,0
U003249,2026-02-02,Referral,67,1,0,0,1,0,0
U003400,2026-02-02,Search,274,1,1,0,1,0,1
U003441,2026-02-02,Organic,176,1,1,1,0,0,0
U003460,2026-02-02,Paid Social,16,1,1,0,1,0,0
U003580,2026-02-02,Referral,168,1,1,0,1,0,0
U003585,2026-02-02,Paid Social,149,1,1,0,0,0,0
U003607,2026-02-02,Search,71,1,1,0,0,0,0
U003613,2026-02-02,Search,247,1,0,1,0,0,0
U003713,2026-02-02,Paid Social,44,0,0,1,0,0,0
U003808,2026-02-02,Organic,21,0,0,1,0,0,0
U003828,2026-02-02,Referral,15,0,0,0,0,0,1
U003841,2026-02-02,Search,120,1,0,0,0,0,0
U003886,2026-02-02,Referral,413,1,1,0,1,1,0
U004060,2026-02-02,Paid Social,230,0,0,0,0,0,0
U004102,2026-02-02,Search,469,0,0,0,1,0,0
U004144,2026-02-02,Referral,33,1,1,1,0,0,1
U004215,2026-02-02,Referral,24,1,1,1,1,1,0
U004360,2026-02-02,Search,164,1,1,1,0,0,0
U004444,2026-02-02,Search,38,0,0,1,1,0,0
U004471,2026-02-02,Organic,115,1,0,0,0,0,0
U004509,2026-02-02,Organic,266,0,0,1,0,1,0
U004536,2026-02-02,Search,48,0,0,0,0,0,0
U004543,2026-02-02,Referral,222,1,1,0,0,0,0
U004591,2026-02-02,Organic,66,1,1,0,1,0,0
U004606,2026-02-02,Search,55,0,0,0,0,0,0
U004625,2026-02-02,Organic,61,0,0,0,0,1,1
U004627,2026-02-02,Organic,97,0,0,1,0,0,0
U004658,2026-02-02,Organic,52,1,1,1,0,0,0
U004693,2026-02-02,Paid Social,183,1,1,1,1,0,0
U004779,2026-02-02,Organic,257,1,1,0,0,1,0
U004891,2026-02-02,Organic,67,0,0,0,0,0,0
U005015,2026-02-02,Organic,36,1,0,0,1,0,0
U005017,2026-02-02,Organic,10,1,0,0,0,0,0
U005389,2026-02-02,Paid Social,51,1,1,0,1,0,0
U005415,2026-02-02,Referral,27,0,0,0,0,0,0
U005515,2026-02-02,Search,137,1,1,0,0,0,0
U005548,2026-02-02,Organic,38,1,1,1,1,0,0
U005660,2026-02-02,Paid Social,241,1,0,0,1,0,0
U005674,2026-02-02,Search,243,1,0,0,1,1,0
U005748,2026-02-02,Organic,46,1,1,1,0,1,0
U005768,2026-02-02,Paid Social,19,1,0,0,0,0,0
U005803,2026-02-02,Organic,21,1,0,0,0,0,0
U005887,2026-02-02,Organic,79,1,0,0,0,0,0
U006083,2026-02-02,Search,49,1,1,0,0,0,0
U006231,2026-02-02,Paid Social,228,1,1,1,1,0,0
U006235,2026-02-02,Paid Social,17,0,0,0,0,1,0
U006483,2026-02-02,Organic,87,0,0,0,0,0,0
U006511,2026-02-02,Organic,87,0,0,0,0,0,0
U006660,2026-02-02,Paid Social,156,1,1,0,0,0,0
U006831,2026-02-02,Organic,13,1,1,1,0,0,0
U006878,2026-02-02,Organic,151,1,1,0,0,1,0
U006925,2026-02-02,Organic,39,1,1,0,0,0,0
U006941,2026-02-02,Search,19,0,0,0,1,0,0
U007040,2026-02-02,Search,459,1,0,1,1,1,0
U007053,2026-02-02,Paid Social,206,1,1,0,1,0,0
U007086,2026-02-02,Organic,238,1,1,0,1,0,1
U007220,2026-02-02,Paid Social,500,1,0,1,0,0,0
U007231,2026-02-02,Organic,8,0,0,0,0,0,0
U007247,2026-02-02,Search,67,1,0,0,0,0,0
U007417,2026-02-02,Referral,53,0,0,0,0,0,0
U007478,2026-02-02,Organic,47,0,0,0,0,0,0
U007505,2026-02-02,Paid Social,252,1,1,0,0,1,1
U007521,2026-02-02,Organic,81,0,0,0,0,0,0
U007608,2026-02-02,Paid Social,38,1,1,0,1,0,0
U007667,2026-02-02,Referral,893,1,0,0,1,1,0
U008031,2026-02-02,Organic,84,1,1,0,0,0,0
U008080,2026-02-02,Organic,36,0,0,0,1,0,0
U008196,2026-02-02,Organic,24,1,0,0,0,0,0
U008210,2026-02-02,Organic,149,0,0,0,1,0,1
U008273,2026-02-02,Referral,51,0,0,0,0,1,0
U008296,2026-02-02,Paid Social,179,0,0,0,0,0,0
U008306,2026-02-02,Search,186,1,1,0,0,0,0
U008328,2026-02-02,Paid Social,25,1,0,1,0,0,1
U008336,2026-02-02,Organic,105,1,0,0,0,0,0
U008402,2026-02-02,Organic,127,1,1,0,1,0,0
U008403,2026-02-02,Search,189,1,1,0,1,0,0
U008420,2026-02-02,Paid Social,18,0,0,0,1,0,0
U008475,2026-02-02,Organic,26,1,0,0,0,0,0
U008595,2026-02-02,Organic,194,0,0,0,1,0,0
U008692,2026-02-02,Paid Social,37,0,0,0,0,0,0
U009007,2026-02-02,Organic,131,0,0,0,0,0,0
U009074,2026-02-02,Paid Social,214,1,1,1,0,0,0
U009164,2026-02-02,Paid Social,10,0,0,0,0,0,0
U009165,2026-02-02,Paid Social,164,0,0,0,0,0,0
U009177,2026-02-02,Organic,110,1,1,0,0,0,0
U009197,2026-02-02,Organic,124,1,1,1,0,1,0
U009224,2026-02-02,Organic,73,1,0,1,0,0,0
U009390,2026-02-02,Paid Social,185,0,0,1,0,0,0
U009392,2026-02-02,Organic,154,1,1,0,0,0,0
U009402,2026-02-02,Paid Social,20,0,0,0,0,0,0
U009419,2026-02-02,Organic,506,1,0,1,0,0,0
U009421,2026-02-02,Search,45,1,1,0,0,0,0
U009488,2026-02-02,Organic,63,1,1,0,0,0,1
U009491,2026-02-02,Paid Social,1193,1,1,1,0,0,1
U009698,2026-02-02,Organic,17,1,1,0,0,0,0
U009751,2026-02-02,Paid Social,65,1,1,0,0,0,0
U009781,2026-02-02,Search,443,1,1,0,0,0,0
U009924,2026-02-02,Paid Social,118,1,0,0,0,0,1
U009963,2026-02-02,Organic,199,1,0,0,0,0,0
U009982,2026-02-02,Search,2206,1,1,0,1,0,0
U000108,2026-02-03,Organic,47,0,0,1,0,1,0
U000224,2026-02-03,Paid Social,28,1,1,0,0,0,0
U000255,2026-02-03,Organic,122,1,1,1,0,0,1
U000319,2026-02-03,Paid Social,333,1,0,1,0,0,0
U000376,2026-02-03,Paid Social,55,1,0,1,1,1,1
U000439,2026-02-03,Organic,930,0,0,0,0,0,0
U000517,2026-02-03,Paid Social,14,1,1,0,0,0,0
U000572,2026-02-03,Paid Social,10,1,1,0,0,0,0
U000578,2026-02-03,Organic,70,1,0,1,0,0,0
U000626,2026-02-03,Referral,26,1,1,0,0,0,1
U000661,2026-02-03,Organic,8,1,0,0,0,0,0
U000671,2026-02-03,Paid Social,64,0,0,0,0,0,0
U000677,2026-02-03,Search,94,0,0,1,1,0,0
U000678,2026-02-03,Organic,169,1,1,0,1,0,0
U000719,2026-02-03,Referral,80,1,1,1,0,1,1
U000833,2026-02-03,Paid Social,241,0,0,0,0,0,0
U000997,2026-02-03,Paid Social,241,0,0,0,1,0,0
U001133,2026-02-03,Paid Social,52,1,1,0,0,0,0
U001227,2026-02-03,Paid Social,53,0,0,0,0,0,1
U001286,2026-02-03,Search,91,1,1,0,1,0,0
U001324,2026-02-03,Organic,94,1,0,1,0,0,0
U001452,2026-02-03,Search,202,0,0,1,0,0,0
U001515,2026-02-03,Referral,44,1,1,0,0,0,0
U001551,2026-02-03,Search,19,1,1,1,1,1,0
U001628,2026-02-03,Organic,254,1,1,0,1,0,0
U001652,2026-02-03,Referral,127,1,0,1,0,0,0
U001680,2026-02-03,Organic,308,0,0,1,1,0,0
U001695,2026-02-03,Referral,375,0,0,0,0,0,1
U002029,2026-02-03,Paid Social,152,1,1,0,1,1,0
U002033,2026-02-03,Paid Social,237,1,1,0,0,0,0
U002077,2026-02-03,Organic,203,1,0,1,0,0,0
U002083,2026-02-03,Organic,39,0,0,0,1,0,0
U002160,2026-02-03,Search,186,1,0,0,0,0,0
U002314,2026-02-03,Referral,462,1,0,0,0,0,0
U002411,2026-02-03,Paid Social,85,0,0,0,0,1,0
U002656,2026-02-03,Search,57,0,0,0,0,0,0
U002710,2026-02-03,Organic,51,1,0,0,1,1,0
U002740,2026-02-03,Organic,79,1,1,0,0,0,0
U002857,2026-02-03,Organic,84,0,0,0,0,0,0
U002873,2026-02-03,Organic,270,1,1,1,0,0,0
U002880,2026-02-03,Paid Social,84,1,1,0,1,0,0
U002964,2026-02-03,Search,54,1,1,0,1,0,0
U002966,2026-02-03,Referral,148,1,1,0,0,1,0
U003015,2026-02-03,Referral,59,0,0,1,1,0,0
U003049,2026-02-03,Paid Social,1091,1,1,0,1,0,0
U003155,2026-02-03,Search,68,1,1,0,0,0,0
U003217,2026-02-03,Paid Social,27,0,0,0,0,0,0
U003278,2026-02-03,Search,44,1,1,0,1,0,0
U003303,2026-02-03,Organic,67,1,1,1,0,1,0
U003349,2026-02-03,Organic,121,1,1,0,1,1,0
U003376,2026-02-03,Paid Social,322,1,1,0,0,0,0
U003429,2026-02-03,Paid Social,69,1,1,0,0,0,0
U003458,2026-02-03,Paid Social,16,0,0,0,0,0,0
U003490,2026-02-03,Paid Social,261,1,1,1,0,0,0
U003516,2026-02-03,Organic,126,1,1,1,0,0,0
U003606,2026-02-03,Organic,81,1,1,0,1,0,0
U003729,2026-02-03,Organic,120,0,0,0,1,0,0
U003782,2026-02-03,Paid Social,106,1,1,0,0,0,1
U003823,2026-02-03,Paid Social,17,0,0,0,0,0,0
U003836,2026-02-03,Paid Social,330,0,0,0,0,0,0
U003879,2026-02-03,Organic,13,0,0,0,1,0,0
U003898,2026-02-03,Paid Social,243,0,0,0,0,0,0
U003940,2026-02-03,Referral,78,1,1,1,0,1,0
U003961,2026-02-03,Paid Social,314,1,1,0,0,0,0
U003993,2026-02-03,Organic,27,1,1,0,0,1,0
U004161,2026-02-03,Organic,92,1,0,1,0,0,0
U004289,2026-02-03,Referral,79,1,0,0,1,0,0
U004339,2026-02-03,Organic,66,0,0,1,0,0,0
U004394,2026-02-03,Organic,33,1,1,0,0,0,0
U004556,2026-02-03,Search,31,1,0,0,0,0,0
U004570,2026-02-03,Paid Social,126,0,0,0,0,0,1
U004593,2026-02-03,Organic,63,1,0,1,0,0,0
U004628,2026-02-03,Referral,74,1,1,0,0,0,0
U004778,2026-02-03,Paid Social,35,0,0,1,0,0,0
U004821,2026-02-03,Organic,32,1,1,0,1,1,0
U004851,2026-02-03,Organic,51,1,0,0,1,0,0
U004934,2026-02-03,Organic,10,0,0,0,0,0,0
U004984,2026-02-03,Search,181,0,0,0,0,0,0
U004992,2026-02-03,Organic,35,1,0,1,1,1,1
U005001,2026-02-03,Search,28,0,0,0,0,0,0
U005177,2026-02-03,Search,61,1,0,0,0,0,1
U005190,2026-02-03,Referral,23,1,1,0,0,1,1
U005193,2026-02-03,Organic,27,0,0,0,0,0,0
U005205,2026-02-03,Search,36,1,1,0,0,0,0
U005232,2026-02-03,Search,176,1,1,1,1,0,0
U005242,2026-02-03,Search,31,1,0,0,0,0,0
U005261,2026-02-03,Referral,313,1,1,0,1,0,0
U005279,2026-02-03,Organic,42,1,0,1,0,0,0
U005291,2026-02-03,Paid Social,417,0,0,0,0,0,0
U005308,2026-02-03,Search,26,1,1,1,0,1,0
U005346,2026-02-03,Search,228,1,1,0,0,1,0
U005364,2026-02-03,Search,52,1,0,1,0,0,0
U005442,2026-02-03,Paid Social,1315,0,0,1,1,0,1
U005490,2026-02-03,Search,31,0,0,1,0,1,0
U005528,2026-02-03,Paid Social,207,0,0,0,1,0,0
U005591,2026-02-03,Paid Social,140,1,1,1,0,0,0
U005601,2026-02-03,Referral,176,1,1,1,1,0,0
U005639,2026-02-03,Organic,50,0,0,0,0,0,0
U005684,2026-02-03,Search,8,1,0,1,0,0,0
U005722,2026-02-03,Referral,320,1,1,0,0,1,0
U005753,2026-02-03,Organic,226,1,0,0,0,0,1
U005776,2026-02-03,Organic,48,1,1,1,0,0,0
U005840,2026-02-03,Organic,146,1,1,0,0,0,0
U005845,2026-02-03,Search,19,1,1,1,1,1,0
U005854,2026-02-03,Referral,129,0,0,0,0,0,1
U005937,2026-02-03,Organic,93,1,1,1,1,1,0
U005957,2026-02-03,Paid Social,75,0,0,0,0,0,0
U005981,2026-02-03,Search,72,1,1,0,0,0,0
U006022,2026-02-03,Organic,66,1,1,0,0,1,1
U006107,2026-02-03,Search,19,1,0,0,0,0,0
U006108,2026-02-03,Search,110,0,0,0,0,0,0
U006158,2026-02-03,Paid Social,407,1,0,0,0,1,0
U006193,2026-02-03,Organic,268,1,0,1,1,0,0
U006195,2026-02-03,Paid Social,89,1,1,1,0,0,1
U006240,2026-02-03,Organic,37,1,1,0,0,1,0
U006372,2026-02-03,Paid Social,57,0,0,1,0,0,0
U006382,2026-02-03,Search,39,1,0,0,0,0,0
U006436,2026-02-03,Paid Social,26,0,0,0,0,0,0
U006514,2026-02-03,Search,49,0,0,0,0,0,0
U006580,2026-02-03,Paid Social,63,1,0,0,1,0,0
U006646,2026-02-03,Referral,183,1,1,0,0,0,0
U006815,2026-02-03,Organic,30,0,0,0,0,0,0
U006872,2026-02-03,Organic,57,0,0,0,0,1,0
U006916,2026-02-03,Organic,97,1,1,0,1,0,0
U006968,2026-02-03,Search,110,1,1,1,1,0,0
U007014,2026-02-03,Organic,143,0,0,0,1,0,0
U007062,2026-02-03,Search,354,1,1,0,0,0,0
U007157,2026-02-03,Organic,46,0,0,0,0,0,0
U007161,2026-02-03,Paid Social,53,1,1,0,0,0,1
U007163,2026-02-03,Search,37,0,0,0,0,0,0
U007166,2026-02-03,Paid Social,807,1,1,0,1,1,0
U007191,2026-02-03,Search,433,1,1,1,1,0,0
U007291,2026-02-03,Paid Social,141,1,1,0,0,1,0
U007333,2026-02-03,Search,244,0,0,1,0,0,0
U007557,2026-02-03,Organic,24,1,0,0,0,0,1
U007568,2026-02-03,Paid Social,73,0,0,0,0,1,0
U007581,2026-02-03,Search,22,1,1,0,0,0,0
U007626,2026-02-03,Paid Social,607,1,1,0,0,1,0
U007636,2026-02-03,Search,115,0,0,1,0,0,0
U007666,2026-02-03,Organic,134,1,1,0,1,0,0
U007702,2026-02-03,Paid Social,40,0,0,1,1,0,0
U007729,2026-02-03,Paid Social,20,0,0,1,0,0,0
U007781,2026-02-03,Organic,569,1,0,0,0,0,0
U007836,2026-02-03,Organic,288,1,1,0,1,0,0
U007891,2026-02-03,Referral,147,1,1,0,0,1,0
U007927,2026-02-03,Search,93,1,0,0,0,0,0
U007984,2026-02-03,Search,35,0,0,0,0,0,0
U008040,2026-02-03,Organic,39,0,0,0,0,0,0
U008090,2026-02-03,Organic,26,1,0,1,0,0,0
U008148,2026-02-03,Paid Social,42,1,1,0,0,0,0
U008208,2026-02-03,Organic,12,0,0,1,1,0,0
U008209,2026-02-03,Search,109,1,0,0,0,0,0
U008310,2026-02-03,Organic,329,1,0,0,0,1,0
U008327,2026-02-03,Search,447,1,1,1,0,0,0
U008350,2026-02-03,Paid Social,5,0,0,0,1,0,0
U008395,2026-02-03,Search,70,0,0,0,0,0,0
U008441,2026-02-03,Organic,238,0,0,1,1,1,0
U008448,2026-02-03,Search,18,1,1,1,0,0,0
U008472,2026-02-03,Referral,631,1,1,0,1,1,0
U008554,2026-02-03,Paid Social,14,0,0,0,0,0,0
U008572,2026-02-03,Referral,680,1,1,1,0,1,0
U008575,2026-02-03,Organic,1323,1,1,0,1,0,0
U008620,2026-02-03,Paid Social,208,0,0,0,0,0,0
U008693,2026-02-03,Referral,35,0,0,0,0,0,0
U008719,2026-02-03,Organic,36,0,0,0,0,0,0
U008841,2026-02-03,Referral,166,0,0,1,0,0,0
U008847,2026-02-03,Search,72,1,1,0,1,0,0
U008867,2026-02-03,Organic,6,1,1,0,0,0,0
U008951,2026-02-03,Referral,36,1,1,0,0,0,0
U008994,2026-02-03,Organic,38,1,0,1,1,1,0
U009031,2026-02-03,Organic,27,1,1,1,0,0,0
U009118,2026-02-03,Organic,516,1,1,0,0,1,0
U009242,2026-02-03,Organic,66,1,1,0,1,0,0
U009263,2026-02-03,Search,44,1,0,0,0,0,0
U009277,2026-02-03,Organic,42,1,0,0,0,0,0
U009334,2026-02-03,Paid Social,184,1,0,0,0,1,1
U009431,2026-02-03,Paid Social,232,1,1,0,1,0,0
U009465,2026-02-03,Organic,334,1,0,1,0,0,0
U009467,2026-02-03,Referral,250,0,0,0,0,0,0
U009538,2026-02-03,Search,75,1,0,0,0,0,0
U009599,2026-02-03,Paid Social,118,0,0,0,0,0,0
U009680,2026-02-03,Paid Social,49,1,0,0,0,0,0
U009783,2026-02-03,Organic,58,1,0,1,1,0,0
U009795,2026-02-03,Referral,29,0,0,0,0,0,0
U009805,2026-02-03,Search,474,0,0,0,1,0,0
U009827,2026-02-03,Organic,33,1,0,0,0,1,0
U009850,2026-02-03,Paid Social,23,0,0,0,0,0,0
U009915,2026-02-03,Paid Social,33,1,0,0,1,0,0
U009926,2026-02-03,Referral,441,1,1,1,0,1,0
U000014,2026-02-04,Organic,24,1,1,0,0,0,0
U000118,2026-02-04,Organic,109,1,1,1,0,0,0
U000120,2026-02-04,Referral,148,0,0,0,0,0,0
U000179,2026-02-04,Organic,108,1,1,0,1,0,0
U000193,2026-02-04,Organic,55,1,1,1,1,0,0
U000312,2026-02-04,Organic,29,0,0,0,0,0,0
U000385,2026-02-04,Paid Social,568,1,1,0,1,1,1
U000460,2026-02-04,Organic,242,1,1,0,1,1,0
U000512,2026-02-04,Paid Social,118,0,0,0,0,0,0
U000597,2026-02-04,Paid Social,215,1,0,1,0,0,0
U000621,2026-02-04,Search,62,1,1,0,0,1,0
U000628,2026-02-04,Organic,132,0,0,1,0,0,0
U000669,2026-02-04,Search,71,1,0,0,0,0,0
U000694,2026-02-04,Organic,116,1,0,1,0,0,0
U000837,2026-02-04,Referral,231,0,0,1,0,1,0
U000973,2026-02-04,Search,85,0,0,0,0,1,0
U001013,2026-02-04,Search,59,0,0,1,1,0,0
U001031,2026-02-04,Organic,95,1,1,0,0,1,0
U001126,2026-02-04,Referral,230,1,1,1,1,0,0
U001182,2026-02-04,Organic,334,1,1,0,1,0,0
U001183,2026-02-04,Organic,79,1,0,1,0,0,0
U001343,2026-02-04,Referral,100,1,1,0,1,1,0
U001423,2026-02-04,Search,27,1,1,0,0,0,1
U001471,2026-02-04,Search,128,1,0,0,0,0,0
U001533,2026-02-04,Paid Social,1361,0,0,1,0,0,0
U001693,2026-02-04,Paid Social,46,0,0,0,0,1,0
U001705,2026-02-04,Organic,152,0,0,1,0,0,0
U001731,2026-02-04,Organic,30,1,1,0,0,0,0
U001734,2026-02-04,Search,13,1,0,0,0,0,0
U001891,2026-02-04,Paid Social,68,1,1,0,1,0,0
U001937,2026-02-04,Organic,93,0,0,0,0,1,0
U002013,2026-02-04,Search,27,0,0,0,0,0,0
U002045,2026-02-04,Referral,144,1,1,1,1,1,0
U002100,2026-02-04,Search,32,1,1,1,0,0,0
U002218,2026-02-04,Search,282,1,1,1,0,1,0
U002335,2026-02-04,Referral,128,1,1,0,0,0,0
U002420,2026-02-04,Paid Social,199,1,1,0,0,1,0
U002530,2026-02-04,Organic,125,1,1,1,0,0,0
U002650,2026-02-04,Organic,109,1,0,0,0,0,1
U002834,2026-02-04,Organic,34,0,0,0,0,0,0
U002835,2026-02-04,Organic,28,1,1,1,1,1,0
U003105,2026-02-04,Paid Social,133,0,0,1,1,1,0
U003113,2026-02-04,Search,180,1,1,0,0,0,0
U003201,2026-02-04,Paid Social,45,0,0,0,0,0,0
U003393,2026-02-04,Organic,27,1,0,0,0,0,0
U003468,2026-02-04,Organic,125,1,0,1,0,0,0
U003684,2026-02-04,Paid Social,26,1,1,1,0,0,1
U003719,2026-02-04,Search,18,1,1,0,0,0,0
U003897,2026-02-04,Search,467,0,0,0,1,0,0
U003992,2026-02-04,Organic,50,1,1,0,0,0,0
U004188,2026-02-04,Search,24,0,0,0,0,0,0
U004238,2026-02-04,Organic,118,1,1,0,1,0,0
U004248,2026-02-04,Search,9,0,0,0,0,0,0
U004278,2026-02-04,Search,106,1,1,1,0,0,0
U004285,2026-02-04,Paid Social,123,1,1,0,0,0,1
U004386,2026-02-04,Organic,316,1,1,1,1,1,0
U004424,2026-02-04,Organic,279,0,0,0,0,0,0
U004431,2026-02-04,Organic,317,1,1,1,0,0,0
U004496,2026-02-04,Organic,156,1,1,1,0,0,0
U004530,2026-02-04,Organic,34,0,0,1,0,0,0
U004665,2026-02-04,Paid Social,32,0,0,1,1,0,0
U004825,2026-02-04,Paid Social,10,1,1,0,0,0,0
U004838,2026-02-04,Referral,58,1,0,0,0,0,0
U004863,2026-02-04,Referral,104,1,1,0,0,0,0
U004866,2026-02-04,Paid Social,14,0,0,0,0,0,0
U004877,2026-02-04,Organic,37,0,0,1,0,0,0
U005016,2026-02-04,Organic,54,0,0,0,0,0,0
U005081,2026-02-04,Organic,671,1,1,1,1,0,0
U005095,2026-02-04,Paid Social,70,1,1,0,0,1,0
U005191,2026-02-04,Organic,60,1,1,0,1,1,0
